id;nombre_espanol;nombre_archivo;nivel;tipo_ejercicio;posicion;areas_cuerpo;duracion_segundos;requiere_equipo;equipo_necesario;evitar_si_limitacion;objetivos;descripcion_corta;descripcion_completa;instrucciones_clave;beneficios;precauciones;clasificado_por;verificado_manualmente;notas_admin
56;Sentadillas de Rana;Frog_Squats.mov;intermedio;fuerza | movilidad | estabilidad;de_pie;piernas | gluteos | core | cadera;;f;"";rodillas | cadera | espalda;fuerza | movilidad | equilibrio | flexibilidad;Sentadilla profunda con piernas separadas y pies hacia afuera, imitando la postura de una rana.;Las sentadillas de rana son un ejercicio de fuerza que trabaja intensamente piernas y glúteos. Se realizan con una postura amplia, pies separados más allá del ancho de hombros y puntas hacia afuera. Al descender, las rodillas siguen la dirección de los pies y se busca una flexión profunda manteniendo el torso erguido. Este ejercicio requiere buena movilidad de cadera y fuerza en cuádriceps, aductores y glúteos.;Separar los pies más allá del ancho de hombros con las puntas hacia afuera en ángulo de 45 grados | Descender doblando rodillas hacia la dirección de los pies, manteniendo el pecho erguido | Bajar hasta donde la movilidad lo permita sin despegar talones ni curvar la espalda | Empujar con los talones para volver a la posición inicial | Mantener el core activado durante todo el movimiento;Fortalece cuádriceps, aductores y glúteos de forma integral | Mejora la movilidad de cadera y flexibilidad de tren inferior | Desarrolla estabilidad y equilibrio en postura amplia | Activa la musculatura del core para mantener postura;No recomendado para personas con artrosis de rodilla o cadera | Evitar si hay dolor lumbar o problemas de espalda baja | Reducir amplitud del movimiento si hay rigidez en caderas | No forzar la profundidad si los talones se despegan del suelo;ia;f;
212;Spiderman;Spiderman.mov;avanzado;fuerza | movilidad | estabilidad;cuadrupedia;core | brazos | hombros | piernas | pecho | espalda;;f;esterilla;espalda | rodillas | hombros | munecas | cadera;fuerza | movilidad | flexibilidad | estabilidad;Ejercicio dinámico en posición de plancha que alterna llevando una rodilla hacia el codo del mismo lado, imitando el movimiento de escalada de Spiderman.;El ejercicio Spiderman consiste en adoptar una posición de plancha alta con las manos bajo los hombros y el cuerpo alineado. Desde esta posición, se lleva alternadamente cada rodilla hacia el codo exterior del mismo lado, realizando una rotación de cadera y activando intensamente el core. Este movimiento combina fuerza de plancha con movilidad de cadera y requiere control corporal total.;Colócate en posición de plancha alta con manos bajo hombros y cuerpo alineado | Lleva la rodilla derecha hacia el codo derecho exterior, manteniendo la cadera baja | Regresa la pierna a la posición inicial y alterna con la pierna izquierda | Mantén el core activado y evita elevar las caderas durante el movimiento | Realiza el movimiento de forma controlada, no rápida;Fortalece intensamente el core y la musculatura abdominal | Mejora la movilidad y flexibilidad de cadera | Desarrolla fuerza en hombros, brazos y pecho | Aumenta la estabilidad y coordinación corporal;No recomendado para personas con problemas lumbares, de muñecas o hombros | Evitar si hay dolor en rodillas o caderas | Requiere buena fuerza base de core y experiencia previa en planchas | No apto para personas mayores o con movilidad limitada sin supervisión profesional;ia;f;
241;Subidas y Bajadas;Up_Downs.mov;intermedio;fuerza | equilibrio | cardio | estabilidad;de_pie;piernas | core | gluteos | brazos;;f;"";rodillas | cadera | espalda;fuerza | equilibrio | confianza | movilidad;Ejercicio dinámico que implica subir y bajar del suelo o de una posición baja a estar de pie, trabajando fuerza de piernas y core.;Ejercicio funcional que consiste en realizar transiciones controladas desde una posición de pie hasta agacharse o descender hacia el suelo, y volver a subir. Este movimiento trabaja la fuerza de las piernas, el equilibrio dinámico y la coordinación, simulando actividades diarias como levantarse de una silla o recoger objetos del suelo. Es especialmente útil para mantener la independencia funcional.;Comenzar de pie con los pies al ancho de las caderas y postura estable | Descender de forma controlada flexionando rodillas y caderas, manteniendo la espalda recta | Utilizar las manos como apoyo si es necesario durante la bajada | Hacer una pausa breve en la posición baja manteniendo el control | Empujar con las piernas para volver a la posición inicial de pie | Mantener el core activado durante todo el movimiento;Mejora la fuerza funcional de piernas y glúteos necesaria para actividades diarias | Desarrolla equilibrio dinámico y coordinación motora | Aumenta la confianza para realizar transiciones posturales | Fortalece el core y mejora la estabilidad general del cuerpo;No recomendado para personas con dolor severo de rodillas o artrosis avanzada | Evitar si hay problemas de cadera o prótesis recientes | Usar silla o apoyo cercano para mayor seguridad si se tiene limitación de equilibrio | Descender solo hasta donde se pueda mantener el control y una técnica segura;ia;f;
103;Subidas y Bajadas de Rodilla;Knee_Up_Downs.mov;iniciacion;movilidad | fuerza | equilibrio;de_pie;piernas | core | cadera;;t;silla;rodillas | cadera;movilidad | fuerza | equilibrio | confianza;Ejercicio de elevación alternada de rodillas hacia el pecho, mejorando la movilidad de cadera y fortaleciendo el core.;Ejercicio fundamental de pie que consiste en elevar alternadamente cada rodilla hacia el pecho de forma controlada y luego bajarla suavemente. Este movimiento trabaja la flexión de cadera, activa los músculos abdominales y mejora el equilibrio dinámico. Es ideal para mantener la movilidad funcional necesaria para actividades cotidianas como subir escaleras o caminar.;De pie con una silla cerca para apoyo si es necesario, mantén la espalda recta | Eleva una rodilla hacia el pecho de forma controlada, sin inclinar el torso | Baja la pierna de forma suave y controlada hasta apoyar el pie en el suelo | Alterna con la otra pierna manteniendo un ritmo constante | Respira de forma natural durante todo el ejercicio;Mejora la movilidad y flexibilidad de las caderas | Fortalece los músculos flexores de cadera y abdominales | Desarrolla el equilibrio y la coordinación | Facilita actividades diarias como caminar y subir escaleras;No realizar si hay dolor agudo en rodillas o cadera | Usar silla de apoyo si hay problemas de equilibrio | Evitar elevar la rodilla demasiado alto si causa molestias en la cadera | Mantener el movimiento controlado sin balanceos bruscos;ia;f;
230;Superman;Superman.mov;avanzado;fuerza | estabilidad;tumbado;espalda | core | gluteos | hombros;;f;esterilla;espalda | cuello | hombros;fuerza | postura | flexibilidad;Ejercicio tumbado boca abajo elevando brazos y piernas simultáneamente, fortaleciendo toda la cadena posterior del cuerpo.;El ejercicio Superman consiste en tumbarse boca abajo con brazos extendidos hacia adelante y elevar simultáneamente brazos, pecho y piernas del suelo, manteniendo la posición brevemente. Este movimiento trabaja intensamente la musculatura paravertebral, glúteos y estabilizadores del core, imitando la postura de vuelo del superhéroe.;Túmbate boca abajo con brazos extendidos hacia adelante y piernas estiradas | Contrae el abdomen y eleva simultáneamente brazos, pecho y piernas del suelo | Mantén la mirada hacia el suelo para proteger el cuello | Sostén la posición 3-5 segundos y baja controladamente | Respira de forma continua, sin contener la respiración;Fortalece intensamente la musculatura lumbar y paravertebral | Mejora la postura y la estabilidad del core | Tonifica glúteos y músculos posteriores de las piernas | Aumenta la resistencia muscular de la espalda;NO recomendado para personas con problemas lumbares, hernias discales o dolor de espalda | Evitar si hay lesiones cervicales o de hombros | No hiperextender el cuello, mantener alineación neutral | Comenzar con elevaciones parciales si es la primera vez | Detenerse inmediatamente si aparece dolor lumbar;ia;f;
243;Superman;W_Superman.mov;avanzado;fuerza | estabilidad;tumbado;espalda | gluteos | core | hombros;;f;esterilla;espalda | hombros | cuello;fuerza | postura | estabilidad;Ejercicio tumbado boca abajo donde se elevan simultáneamente brazos y piernas extendidas, fortaleciendo la cadena posterior.;El Superman es un ejercicio de fortalecimiento de la espalda baja y cadena posterior. Se realiza tumbado boca abajo con brazos extendidos al frente. El movimiento consiste en elevar simultáneamente los brazos, el pecho y las piernas del suelo, manteniendo la extensión completa, creando una posición arqueada similar al vuelo de Superman. Se mantiene la posición brevemente antes de descender controladamente.;Túmbate boca abajo con brazos extendidos al frente y piernas estiradas | Contrae el abdomen y glúteos, luego eleva simultáneamente brazos, pecho y piernas del suelo | Mantén la mirada hacia el suelo para proteger el cuello | Sostén la posición 2-5 segundos y desciende controladamente | Respira de forma continua, sin contener la respiración;Fortalece los músculos erectores de la columna y espalda baja | Mejora la postura y la estabilidad del core | Fortalece glúteos y musculatura posterior del cuerpo | Desarrolla control corporal y conciencia postural;Contraindicado para personas con problemas lumbares, hernias discales o ciática | Evitar si hay dolor cervical, mantener cuello neutro | No arquear excesivamente la espalda, movimiento controlado | No recomendado para personas con lesiones de hombro | Requiere supervisión en personas mayores o con movilidad limitada;ia;f;
51;Superman;F_Superman.mov;avanzado;fuerza | estabilidad;tumbado;espalda | gluteos | core | hombros;;f;esterilla;espalda | cuello | hombros;fuerza | postura | estabilidad;Ejercicio tumbado boca abajo elevando brazos y piernas simultáneamente, fortaleciendo la cadena posterior del cuerpo.;El ejercicio Superman consiste en tumbarse boca abajo con brazos extendidos hacia adelante y elevar simultáneamente brazos, pecho y piernas del suelo, manteniendo la posición brevemente. Este ejercicio trabaja intensamente la musculatura extensora de la espalda, glúteos y estabilizadores del core, mejorando la postura y fortaleciendo toda la cadena posterior.;Túmbate boca abajo con brazos extendidos hacia adelante y piernas estiradas | Contrae el abdomen y eleva simultáneamente brazos, pecho y piernas del suelo | Mantén la mirada hacia abajo para proteger el cuello | Sostén la posición 2-5 segundos y baja controladamente | Respira de forma continua, evita contener la respiración;Fortalece profundamente la musculatura extensora de la espalda | Mejora la postura y previene cifosis dorsal | Activa glúteos y cadena posterior completa | Desarrolla estabilidad y control del core;Contraindicado para personas con problemas lumbares, hernias discales o ciática | No realizar si hay dolor cervical o limitación en hombros | Evitar hiperextensión excesiva del cuello | No recomendado para personas con movilidad muy limitada | Realizar sobre superficie acolchada;ia;f;
259;Superman;Y_Superman.mov;avanzado;fuerza | estabilidad;tumbado;espalda | core | gluteos | hombros;;t;esterilla;espalda | hombros | cuello;fuerza | postura | estabilidad;Ejercicio tumbado boca abajo que consiste en elevar simultáneamente brazos y piernas del suelo, fortaleciendo la cadena posterior del cuerpo.;El ejercicio Superman se realiza tumbado boca abajo sobre una esterilla. Consiste en extender los brazos hacia adelante y elevar simultáneamente brazos, pecho y piernas del suelo, manteniendo la posición brevemente antes de descender. Este ejercicio de extensión lumbar fortalece intensamente la musculatura paravertebral, glúteos y la zona del core posterior, mejorando la postura y la estabilidad de la columna vertebral.;Túmbate boca abajo con brazos extendidos hacia adelante y piernas estiradas | Contrae el abdomen y los glúteos antes de iniciar el movimiento | Eleva simultáneamente brazos, pecho y piernas del suelo manteniendo cuello neutro | Mantén la posición 2-5 segundos sin contener la respiración | Desciende lentamente y descansa antes de repetir;Fortalece intensamente la musculatura de la espalda baja y media | Mejora la postura corporal y previene el encorvamiento | Desarrolla estabilidad del core posterior | Fortalece glúteos y zona lumbar;NO recomendado para personas con problemas lumbares, hernias discales o dolor de espalda | Evitar si hay lesiones en hombros o cuello | No hiperextender el cuello, mantener mirada al suelo | Comenzar con elevaciones parciales si es la primera vez | Detener inmediatamente si aparece dolor lumbar;ia;f;
233;Superman;T_Superman.mov;intermedio;fuerza | estabilidad;tumbado;espalda | gluteos | core | hombros;;t;esterilla;espalda | cuello | hombros;fuerza | postura | estabilidad;Ejercicio tumbado boca abajo que fortalece la espalda baja y glúteos elevando brazos y piernas simultáneamente.;El Superman es un ejercicio de fortalecimiento de la cadena posterior realizado en posición prona (boca abajo). Consiste en elevar simultáneamente los brazos extendidos hacia adelante y las piernas del suelo, manteniendo la contracción en la zona lumbar, glúteos y espalda media. Este ejercicio imita la posición de vuelo del superhéroe, de ahí su nombre. Es fundamental para mejorar la estabilidad del core posterior y la postura.;Túmbate boca abajo en la esterilla con brazos extendidos hacia adelante y piernas rectas | Contrae el abdomen y glúteos, luego eleva simultáneamente brazos y piernas del suelo | Mantén la posición 3-5 segundos mirando hacia abajo para proteger el cuello | Baja lentamente y descansa antes de repetir;Fortalece la musculatura paravertebral y previene dolores lumbares | Mejora la postura corporal y la estabilidad del core | Activa glúteos y mejora la coordinación corporal;Contraindicado en personas con hernias discales o problemas lumbares severos | No hiperextender el cuello, mantener mirada al suelo | Evitar si hay dolor agudo en la espalda baja | Comenzar con elevaciones pequeñas y progresar gradualmente;ia;f;
178;Tijeras;Scissor_Kicks.mov;avanzado;fuerza | estabilidad | cardio;tumbado;core | piernas | gluteos;;t;esterilla;espalda | cadera | cuello;fuerza | flexibilidad;Ejercicio abdominal intenso donde se alternan movimientos de piernas en tijera mientras se está tumbado boca arriba.;Las tijeras son un ejercicio de core avanzado que se realiza tumbado boca arriba. Consiste en elevar ambas piernas del suelo y realizar movimientos alternados de subida y bajada, imitando el movimiento de unas tijeras. Requiere mantener la zona lumbar pegada al suelo y la cabeza ligeramente elevada, lo que genera una intensa activación del recto abdominal y los flexores de cadera.;Túmbate boca arriba en la esterilla con las manos bajo los glúteos o a los lados | Eleva ambas piernas del suelo unos 15-30 cm manteniendo las rodillas extendidas | Alterna el movimiento subiendo una pierna mientras bajas la otra, sin tocar el suelo | Mantén el abdomen contraído y la zona lumbar pegada al suelo durante todo el ejercicio | Realiza el movimiento de forma controlada y continua;Fortalecimiento intenso del core y abdomen inferior | Mejora la resistencia muscular abdominal | Tonifica los flexores de cadera y cuádriceps;NO recomendado para personas mayores o con movilidad limitada debido a la alta exigencia lumbar | Evitar completamente si hay problemas de espalda baja o hernias | Puede causar tensión cervical si no se mantiene postura correcta | Contraindicado para personas con osteoporosis o prótesis de cadera;ia;f;
177;Tijeras Abdominales;Scissor_Abs.mov;avanzado;fuerza | estabilidad;tumbado;core | piernas;;t;esterilla;espalda | cuello | cadera;fuerza | estabilidad;Ejercicio abdominal intenso tumbado boca arriba con movimiento alternado de piernas en el aire simulando tijeras.;Las tijeras abdominales son un ejercicio avanzado de fortalecimiento del core que se realiza tumbado boca arriba. Consiste en elevar ambas piernas del suelo y realizar un movimiento alternado de subida y bajada, simulando el corte de unas tijeras. Requiere mantener la zona lumbar protegida y el abdomen constantemente contraído durante todo el movimiento.;Túmbate boca arriba con las manos bajo los glúteos o a los lados para proteger la espalda | Eleva ambas piernas del suelo manteniendo las rodillas extendidas o ligeramente flexionadas | Alterna el movimiento de las piernas arriba y abajo sin que toquen el suelo | Mantén el abdomen contraído y la zona lumbar pegada al suelo en todo momento | Respira de forma continua sin contener la respiración;Fortalecimiento intenso de la musculatura abdominal profunda | Mejora de la estabilidad del core y control corporal | Tonificación de los músculos flexores de cadera;NO recomendado para personas con problemas lumbares, hernias discales o dolor de espalda | Evitar si hay dolor en el cuello o dificultad para mantener la cabeza apoyada | No realizar con problemas de cadera o prótesis | Requiere fuerza abdominal previa considerable | Si aparece dolor lumbar, detener inmediatamente;ia;f;
231;Tirón de Superman;Superman_Pull.mov;avanzado;fuerza | estabilidad;tumbado;espalda | core | hombros | gluteos;;f;esterilla;espalda | hombros | cuello;fuerza | postura | estabilidad;Ejercicio en posición boca abajo que fortalece la espalda baja mediante elevación de brazos y piernas con movimiento de tracción.;Tumbado boca abajo con brazos extendidos adelante, se elevan simultáneamente brazos, pecho y piernas del suelo, manteniendo la posición de Superman. Desde ahí, se realiza un movimiento de tracción llevando los codos hacia atrás como si se remara, activando intensamente la musculatura de la espalda media y baja, el core y los glúteos.;Túmbate boca abajo con brazos extendidos adelante y piernas estiradas | Eleva simultáneamente brazos, pecho y piernas del suelo manteniendo el cuello neutro | Desde la posición elevada, lleva los codos hacia atrás en movimiento de tracción | Mantén la contracción 2-3 segundos y vuelve a extender los brazos | Controla la bajada al suelo de forma suave;Fortalece profundamente los erectores espinales y musculatura paravertebral | Mejora la postura corrigiendo la cifosis dorsal | Activa el core completo incluyendo glúteos y estabilizadores escapulares | Previene dolores de espalda por debilidad muscular;NO recomendado para personas con hernias discales o problemas lumbares graves | Evitar si hay dolor cervical, mantener cuello en posición neutra sin hiperextensión | Contraindicado en lesiones de hombro o manguito rotador | Iniciar con elevaciones mínimas y progresar gradualmente | Detener inmediatamente si aparece dolor lumbar o cervical;ia;f;
235;Toque de Puntas;Toe_Tap.mov;iniciacion;movilidad | equilibrio | cardio;de_pie;piernas | core;;f;"";rodillas | cadera | espalda;movilidad | equilibrio | confianza;Ejercicio de bajo impacto donde se alternan toques ligeros con la punta del pie hacia adelante o al lado, manteniendo el equilibrio.;El toque de puntas es un ejercicio cardiovascular suave que consiste en tocar ligeramente el suelo con la punta de un pie mientras se mantiene el peso en la pierna de apoyo, alternando entre ambos pies. Este movimiento rítmico ayuda a mejorar la coordinación, el equilibrio y la movilidad de las piernas sin generar impacto excesivo en las articulaciones.;Mantén la espalda recta y el core activado durante todo el ejercicio | Toca ligeramente el suelo con la punta del pie alternando izquierda y derecha | Mantén el peso en la pierna de apoyo y realiza movimientos controlados | Usa una silla cercana para apoyo si es necesario | Comienza lentamente y aumenta el ritmo según te sientas cómodo;Mejora la coordinación y el equilibrio dinámico | Activa la circulación en las piernas de forma suave | Fortalece los músculos estabilizadores del tobillo y la cadera | Ejercicio cardiovascular de bajo impacto apto para principiantes;Evitar si hay dolor agudo en rodillas o caderas | Realizar cerca de un apoyo si hay problemas de equilibrio | Reducir el rango de movimiento si hay molestias en la espalda baja;ia;f;
226;Toques de Estrella con los Dedos del Pie;Star_Toe_Touches.mov;avanzado;movilidad | equilibrio | fuerza | cardio;de_pie;piernas | core | brazos | hombros | gluteos;;f;"";espalda | rodillas | cadera | cuello;movilidad | equilibrio | fuerza | flexibilidad | confianza;Ejercicio dinámico que implica abrir brazos y piernas en forma de estrella mientras se tocan alternativamente los dedos de los pies con las manos opuestas.;Este ejercicio avanzado combina flexión del tronco, rotación y equilibrio. Desde posición de pie con piernas separadas y brazos extendidos lateralmente en forma de estrella, se realiza una flexión hacia adelante tocando el pie derecho con la mano izquierda, regresando al centro y alternando hacia el pie izquierdo con la mano derecha. Requiere buena flexibilidad en isquiotibiales, movilidad de cadera y control del core.;Comienza de pie con piernas más anchas que el ancho de hombros y brazos extendidos lateralmente | Flexiona el tronco hacia adelante y rota para tocar el pie derecho con la mano izquierda | Regresa al centro con brazos en forma de estrella | Alterna tocando el pie izquierdo con la mano derecha | Mantén las piernas lo más rectas posible sin forzar las rodillas;Mejora la flexibilidad de isquiotibiales y caderas | Fortalece el core y mejora la estabilidad del tronco | Desarrolla coordinación y equilibrio dinámico | Aumenta la movilidad de la columna vertebral en flexión y rotación;No recomendado para personas con problemas lumbares, hernias discales o ciática | Evitar si hay artrosis de cadera o rodilla severa | Puede causar mareos por la flexión rápida del tronco | No forzar el alcance si hay rigidez en isquiotibiales;ia;f;
236;Toques de dedos de los pies;Toe_Touches.mov;intermedio;flexibilidad | estiramiento | movilidad;de_pie;piernas | core | espalda | gluteos;;f;"";espalda | cadera;flexibilidad | movilidad | postura;Flexión hacia adelante para tocar los dedos de los pies, mejorando la flexibilidad de la cadena posterior.;Ejercicio de flexibilidad donde desde posición de pie se realiza una flexión del tronco hacia adelante intentando alcanzar los dedos de los pies con las manos. Trabaja la movilidad de la columna vertebral y el estiramiento de isquiotibiales, glúteos y espalda baja. Importante realizar el movimiento de forma controlada y sin rebotes.;Partir de pie con pies separados al ancho de caderas | Flexionar lentamente el tronco hacia adelante desde las caderas, manteniendo la espalda lo más recta posible | Dejar que los brazos cuelguen hacia los pies, intentando alcanzar los dedos de los pies sin forzar | Mantener la posición 10-20 segundos respirando profundamente | Subir lentamente vértebra por vértebra hasta volver a la posición inicial;Mejora la flexibilidad de isquiotibiales y cadena posterior | Aumenta la movilidad de la columna vertebral | Alivia tensión en la espalda baja cuando se realiza correctamente | Mejora la circulación sanguínea;No realizar si hay problemas lumbares, hernias discales o ciática activa | Evitar si hay mareos o problemas de presión arterial | No forzar el estiramiento ni realizar rebotes | Personas con prótesis de cadera deben consultar antes de realizar | Mantener ligera flexión de rodillas si hay rigidez en isquiotibiales;ia;f;
62;Toques de talón;Heel_Touches.mov;intermedio;fuerza | cardio | estabilidad;suelo;core | piernas | gluteos;;t;esterilla;espalda | cuello | cadera;fuerza | movilidad | flexibilidad;Ejercicio abdominal en el suelo donde se alternan toques de las manos a los talones con ligera flexión lateral del tronco.;Tumbado boca arriba con rodillas flexionadas y pies apoyados en el suelo, se realizan flexiones laterales del tronco intentando tocar alternativamente cada talón con la mano del mismo lado. El movimiento activa principalmente los oblicuos y el core, requiriendo mantener la parte superior de la espalda ligeramente elevada durante todo el ejercicio.;Túmbate boca arriba con rodillas flexionadas y pies separados al ancho de caderas | Eleva ligeramente cabeza y hombros del suelo manteniendo el cuello neutral | Flexiona el tronco lateralmente tocando el talón derecho con la mano derecha | Alterna hacia el lado izquierdo de forma controlada | Mantén el core activado y la zona lumbar protegida;Fortalece los músculos oblicuos y el core | Mejora la estabilidad del tronco | Aumenta la movilidad lateral de la columna | Tonifica la cintura;No recomendado para personas con problemas lumbares o hernias discales | Evitar si hay dolor cervical, mantener el cuello en posición neutral | No realizar si hay limitaciones en la cadera que impidan tumbarse cómodamente | Puede causar tensión en la espalda baja si no se mantiene buena técnica;ia;f;
87;Trote en el sitio;Jog_In_Place.mov;intermedio;cardio | equilibrio;de_pie;piernas | core | gluteos;;f;"";rodillas | cadera | espalda;cardio | equilibrio | fuerza | confianza;Ejercicio cardiovascular que consiste en simular el movimiento de trote sin desplazarse, elevando las rodillas alternadamente.;El trote en el sitio es un ejercicio cardiovascular de impacto moderado donde la persona permanece en un punto fijo mientras eleva alternadamente las rodillas, simulando el movimiento de correr. Este ejercicio activa el sistema cardiovascular, fortalece las piernas y mejora la coordinación y el equilibrio dinámico. Es importante mantener una postura erguida y un ritmo controlado adaptado a las capacidades individuales.;Manténgase de pie con los pies separados al ancho de caderas y postura erguida | Eleve una rodilla hacia el pecho mientras el pie contrario permanece apoyado | Alterne el movimiento de forma rítmica, coordinando con el balanceo natural de los brazos | Mantenga el core activado y la mirada al frente | Comience lento y aumente el ritmo según tolerancia;Mejora la capacidad cardiovascular y la resistencia | Fortalece músculos de piernas y glúteos | Mejora la coordinación y el equilibrio dinámico | Aumenta la densidad ósea con impacto controlado;No recomendado para personas con dolor severo de rodillas o artrosis avanzada | Evitar si hay problemas de cadera o prótesis recientes | Reducir la altura de elevación de rodillas si hay molestias lumbares | Usar calzado deportivo con buena amortiguación | Realizar sobre superficie no resbaladiza;ia;f;
242;V-ups o Elevaciones en V;V-ups.mov;avanzado;fuerza | estabilidad;tumbado;core | piernas;;f;esterilla;espalda | cuello | cadera;fuerza | flexibilidad;Ejercicio abdominal avanzado que consiste en elevar simultáneamente piernas y torso formando una V mientras se está tumbado boca arriba.;Los V-ups son un ejercicio abdominal de alta intensidad donde se parte de posición tumbada boca arriba con brazos extendidos sobre la cabeza. El movimiento consiste en elevar simultáneamente piernas rectas y torso, intentando tocar los pies con las manos en el punto más alto, formando una V con el cuerpo. Requiere gran fuerza del core y flexibilidad en isquiotibiales.;Túmbate boca arriba con brazos extendidos sobre la cabeza y piernas estiradas | Simultáneamente eleva piernas rectas y torso, intentando tocar los pies con las manos | Mantén el equilibrio sobre los glúteos formando una V | Baja controladamente a la posición inicial sin que pies ni hombros toquen el suelo;Fortalecimiento intenso de toda la musculatura abdominal | Mejora la coordinación y el control corporal | Desarrolla fuerza funcional del core;NO RECOMENDADO para personas mayores o con movilidad limitada | Alto riesgo de lesión lumbar si no se tiene core fuerte | Evitar completamente con problemas de espalda, cuello o cadera | Requiere supervisión profesional y progresión gradual;ia;f;
163;X Prona;Prone_X.mov;avanzado;fuerza | estabilidad;tumbado;espalda | hombros | core | gluteos;;t;esterilla;espalda | hombros | cuello;fuerza | postura | estabilidad;Ejercicio en posición boca abajo que fortalece la espalda alta y hombros mediante elevación de brazos en forma de X.;Tumbado boca abajo sobre una esterilla, con los brazos extendidos en diagonal formando una X con el cuerpo. El ejercicio consiste en elevar simultáneamente los brazos, la cabeza y el pecho del suelo, activando la musculatura de la espalda superior, hombros posteriores y zona lumbar. Requiere control corporal y fuerza significativa en la cadena posterior.;Túmbate boca abajo con los brazos extendidos en diagonal sobre la cabeza formando una X | Mantén la frente cerca del suelo y el cuello en posición neutra | Eleva simultáneamente brazos, pecho y cabeza del suelo contrayendo la espalda | Mantén la posición 2-3 segundos y baja controladamente | Respira de forma continua sin bloquear la respiración;Fortalece la musculatura extensora de la espalda alta y media | Mejora la postura y previene la cifosis dorsal | Activa los músculos estabilizadores del core | Fortalece el manguito rotador y deltoides posteriores;No recomendado para personas con hernias discales o problemas lumbares severos | Evitar si existe dolor cervical o limitación en hombros | No hiperextender el cuello, mantener mirada al suelo | Comenzar con elevaciones pequeñas y progresar gradualmente;ia;f;
182;Zancada Lateral con Toque al Suelo;Side_Lunge_Touchdown.mov;avanzado;fuerza | equilibrio | movilidad | estabilidad;de_pie;piernas | gluteos | core | cadera;;f;"";rodillas | cadera | espalda;fuerza | equilibrio | movilidad | flexibilidad;Zancada lateral amplia llevando la mano hacia el suelo del lado de la pierna flexionada, trabajando fuerza, equilibrio y movilidad de cadera.;Ejercicio dinámico que combina una zancada lateral profunda con rotación de tronco y alcance hacia el suelo. Desde posición de pie, se da un paso amplio lateral, flexionando la rodilla del lado del paso mientras la pierna opuesta permanece extendida. Simultáneamente se inclina el tronco hacia adelante llevando la mano del lado opuesto hacia el pie de la pierna flexionada, tocando el suelo si la movilidad lo permite. Requiere buena estabilidad, fuerza en piernas y flexibilidad en caderas.;Inicia de pie con pies al ancho de hombros y core activado | Da un paso lateral amplio, flexiona la rodilla del lado del paso mientras mantienes la pierna opuesta extendida | Inclina el tronco hacia adelante llevando la mano opuesta hacia el pie de la pierna flexionada | Toca el suelo o llega hasta donde tu movilidad permita sin forzar | Empuja con el pie de la pierna flexionada para volver a la posición inicial | Mantén la espalda neutral y el pecho elevado durante todo el movimiento;Fortalece cuádriceps, glúteos, aductores y abductores | Mejora el equilibrio dinámico y la coordinación | Aumenta la movilidad de cadera y flexibilidad de isquiotibiales | Trabaja la estabilidad del core y control corporal;No recomendado para personas con problemas de rodilla, artrosis de cadera o limitaciones en la espalda baja | Evitar si hay problemas de equilibrio significativos o vértigo | No forzar el alcance al suelo, llegar solo hasta donde la flexibilidad permita | Mantener la rodilla alineada con el pie, sin que sobrepase la punta;ia;f;
134;Zancada a Rodilla Alta (Izquierda);Lunge_to_High_Knee_Left.mov;avanzado;fuerza | equilibrio | cardio | estabilidad;de_pie;piernas | gluteos | core;;f;"";rodillas | cadera | espalda;fuerza | equilibrio | confianza | movilidad;Ejercicio dinámico que combina una zancada hacia atrás con elevación de rodilla izquierda, trabajando fuerza y equilibrio unilateral.;Este ejercicio avanzado consiste en realizar una zancada hacia atrás con la pierna izquierda, para luego impulsarse hacia arriba llevando la rodilla izquierda al pecho en un movimiento explosivo. Combina fuerza de tren inferior, estabilidad del core y equilibrio unilateral, siendo un movimiento funcional que mejora la coordinación y potencia muscular.;Comience de pie con los pies separados al ancho de caderas | Lleve la pierna izquierda hacia atrás en una zancada, bajando la rodilla hacia el suelo | Impulse el cuerpo hacia arriba, llevando la rodilla izquierda hacia el pecho lo más alto posible | Mantenga el core activado y la espalda recta durante todo el movimiento | Aterrice suavemente y repita el movimiento de forma controlada;Fortalece cuádriceps, isquiotibiales y glúteos de forma unilateral | Mejora significativamente el equilibrio y la coordinación | Aumenta la frecuencia cardíaca y el gasto calórico | Desarrolla estabilidad del core y control corporal;No recomendado para personas con problemas graves de rodilla o cadera | Evitar si hay problemas de equilibrio severos o vértigo | Realizar cerca de una pared o silla para apoyo si es necesario | Reducir la altura de la rodilla elevada si hay dolor lumbar;ia;f;
