id,nombre_archivo,nombre_espanol,nivel,areas_cuerpo,tipo_ejercicio,posicion,requiere_equipo,equipo_necesario,evitar_si_limitacion,objetivos,descripcion_corta,clasificado_por,verificado_manualmente,created_at
240,Tuck_Jumps.mov,Saltos con Rodillas al Pecho,avanzado,"piernas, core, gluteos","cardio, fuerza, equilibrio",de_pie,f,,"rodillas, espalda, cadera","fuerza, equilibrio, confianza","Salto explosivo elevando ambas rodillas hacia el pecho en el aire, ejercicio de alto impacto y alta intensidad cardiovascular.",ia,f,2026-01-05 22:10:20.06789
241,Up_Downs.mov,Subidas y Bajadas,intermedio,"piernas, core, gluteos, brazos","fuerza, equilibrio, cardio, estabilidad",de_pie,f,,"rodillas, cadera, espalda","fuerza, equilibrio, confianza, movilidad","Ejercicio dinámico que implica subir y bajar del suelo o de una posición baja a estar de pie, trabajando fuerza de piernas y core.",ia,f,2026-01-05 22:10:35.503511
242,V-ups.mov,V-ups o Elevaciones en V,avanzado,"core, piernas","fuerza, estabilidad",tumbado,f,esterilla,"espalda, cuello, cadera","fuerza, flexibilidad",Ejercicio abdominal avanzado que consiste en elevar simultáneamente piernas y torso formando una V mientras se está tumbado boca arriba.,ia,f,2026-01-05 22:10:49.419354
243,W_Superman.mov,Superman,avanzado,"espalda, gluteos, core, hombros","fuerza, estabilidad",tumbado,f,esterilla,"espalda, hombros, cuello","fuerza, postura, estabilidad","Ejercicio tumbado boca abajo donde se elevan simultáneamente brazos y piernas extendidas, fortaleciendo la cadena posterior.",ia,f,2026-01-05 22:11:04.476215
244,Wall_Lateral_Pull-Downs.mov,Jalones Laterales en Pared,iniciacion,"brazos, espalda, hombros","fuerza, movilidad",de_pie,t,pared,hombros,"fuerza, movilidad, postura",Ejercicio de tracción lateral simulada contra la pared para fortalecer espalda y brazos sin equipamiento pesado.,ia,f,2026-01-05 22:11:18.863897
245,Wall_Pectoral_Stretch_Left.mov,Estiramiento de Pectoral en Pared (Izquierdo),iniciacion,"pecho, hombros, brazos","estiramiento, movilidad",de_pie,t,pared,hombros,"flexibilidad, movilidad, postura",Estiramiento del músculo pectoral izquierdo apoyando el brazo en la pared y rotando el tronco hacia el lado contrario.,ia,f,2026-01-05 22:11:34.78298
246,Wall_Pectoral_Stretch_Right.mov,Estiramiento Pectoral en Pared (Derecho),iniciacion,"pecho, hombros, brazos","estiramiento, movilidad",de_pie,t,pared,hombros,"movilidad, flexibilidad, postura",Estiramiento del pectoral derecho apoyando el brazo en la pared para mejorar la apertura del pecho y la postura.,ia,f,2026-01-05 22:11:48.524932
247,Wall_Push_Offs.mov,Flexiones de Pared,iniciacion,"pecho, brazos, hombros, core","fuerza, estabilidad",de_pie,t,pared,"hombros, munecas","fuerza, postura, confianza","Flexiones suaves realizadas contra una pared, ideales para fortalecer el tren superior sin sobrecarga.",ia,f,2026-01-05 22:12:02.540295
248,Wall_Sit.mov,Sentadilla contra la pared,intermedio,"piernas, gluteos, core","fuerza, estabilidad",de_pie,t,pared,"rodillas, espalda","fuerza, estabilidad, confianza",Ejercicio isométrico que consiste en mantener una posición de sentadilla apoyando la espalda contra la pared.,ia,f,2026-01-05 22:12:16.968239
249,Wide_High_Knees.mov,Rodillas Altas Amplias,avanzado,"piernas, core, gluteos","cardio, fuerza, equilibrio",de_pie,f,,"rodillas, cadera, espalda","fuerza, equilibrio, movilidad",Ejercicio cardiovascular de alto impacto que consiste en elevar las rodillas alternativamente hacia el pecho con una postura amplia.,ia,f,2026-01-05 22:12:30.588868
250,Wide_Knee_Push-ups.mov,Flexiones con rodillas apoyadas y manos separadas,intermedio,"pecho, brazos, hombros, core","fuerza, estabilidad",cuadrupedia,t,esterilla,"munecas, hombros, espalda","fuerza, estabilidad, postura",Flexiones modificadas con rodillas apoyadas y manos en posición más amplia que los hombros para trabajar pecho y brazos con menor intensidad.,ia,f,2026-01-05 22:12:46.048382
251,Wide_Legged_V-ups.mov,Elevaciones en V con Piernas Abiertas,avanzado,"core, piernas","fuerza, estabilidad",tumbado,f,esterilla,"espalda, cuello, cadera","fuerza, flexibilidad",Ejercicio abdominal avanzado tumbado boca arriba elevando simultáneamente tronco y piernas abiertas formando una V.,ia,f,2026-01-05 22:12:59.055977
252,Wide_Push-ups.mov,Flexiones Amplias,avanzado,"pecho, hombros, brazos, core","fuerza, estabilidad",suelo,f,esterilla,"hombros, munecas, espalda, cuello","fuerza, estabilidad, postura",Flexiones con las manos separadas más allá del ancho de hombros para trabajar intensamente pecho y hombros.,ia,f,2026-01-05 22:13:14.625151
253,Windshield_Wipers.mov,Limpiaparabrisas,intermedio,"core, espalda, cadera","movilidad, fuerza, estabilidad",tumbado,t,esterilla,"espalda, cadera","movilidad, fuerza, flexibilidad, postura","Ejercicio tumbado boca arriba con rodillas flexionadas que se mueven de lado a lado como limpiaparabrisas, trabajando rotación de columna y core.",ia,f,2026-01-05 22:13:29.381922
254,X_Hop.mov,Salto en X,avanzado,"piernas, core, gluteos, brazos, hombros","cardio, fuerza, equilibrio, estabilidad",de_pie,f,,"rodillas, cadera, espalda, cuello","fuerza, equilibrio, confianza",Ejercicio de salto explosivo con apertura de piernas y brazos formando una X en el aire.,ia,f,2026-01-05 22:13:42.823475
255,X_Mountain_Climbers.mov,Escaladores de Montaña en X,avanzado,"core, brazos, hombros, piernas, pecho","cardio, fuerza, estabilidad",cuadrupedia,f,esterilla,"espalda, rodillas, hombros, munecas, cuello, cadera","fuerza, equilibrio, confianza","Ejercicio cardiovascular intenso en posición de plancha, alternando rodillas hacia codos opuestos en patrón cruzado de alta intensidad.",ia,f,2026-01-05 22:14:00.348327
256,X_Plank.mov,Plancha,avanzado,"core, brazos, hombros, espalda, gluteos","fuerza, estabilidad",cuadrupedia,t,esterilla,"espalda, hombros, munecas, cuello","fuerza, postura, confianza","Ejercicio isométrico de fuerza en posición horizontal apoyando antebrazos y pies, manteniendo el cuerpo recto y alineado.",ia,f,2026-01-05 22:14:15.095706
257,X_Squat.mov,Sentadilla en X,intermedio,"piernas, gluteos, core","fuerza, equilibrio, estabilidad",de_pie,f,,"rodillas, cadera, espalda","fuerza, equilibrio, estabilidad, movilidad","Sentadilla con posición de piernas cruzadas en forma de X, trabajando fuerza y equilibrio avanzado de tren inferior.",ia,f,2026-01-05 22:14:29.781919
258,X_Squat_Jump.mov,Salto en Sentadilla con X,avanzado,"piernas, gluteos, core, pantorrillas","fuerza, cardio, potencia",de_pie,f,,"rodillas, cadera, espalda, tobillos","fuerza, potencia, resistencia, coordinacion","Ejercicio pliométrico de alta intensidad que combina sentadilla profunda con salto explosivo, formando una X con brazos y piernas en el aire.",ia,f,2026-01-05 22:14:44.215471
259,Y_Superman.mov,Superman,avanzado,"espalda, core, gluteos, hombros","fuerza, estabilidad",tumbado,t,esterilla,"espalda, hombros, cuello","fuerza, postura, estabilidad","Ejercicio tumbado boca abajo que consiste en elevar simultáneamente brazos y piernas del suelo, fortaleciendo la cadena posterior del cuerpo.",ia,f,2026-01-05 22:14:59.887953
